code,component,property,time_aspect,system,scale_type,method_type,long_common_name,short_name
44638-5,Histologic type,Type,Pt,Breast tumor,Nom,,Tumor type,Tumor type
21918-8,Other staging classification,Class,Pt,Cancer.XXX,Nar,,Tumor classification,Tumor classification
103590-6,Bacterial vaginosis RNA,PrThr,Pt,Vagina,Ord,Probe.amp,"Bacterial Vaginosis, Amplified RNA","Bacterial Vaginosis, Amplified RNA"
94096-5,Collagen type VII Ab.IgG,PrThr,Pt,Ser/Plas,Ord,IA,"COL7, S","COL7, S"
16117-4,Babesia microti Ab.IgG,Titr,Pt,Ser,SemiQn,,"Babesia microti IgG Ab, S","Babesia microti IgG Ab, S"
47405-6,Ehrlichia chaffeensis Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"Ehrlichia Chaffeensis (HME) Ab, IgG","Ehrlichia Chaffeensis (HME) Ab, IgG"
39087-2,Myelin associated glycoprotein Ab.IgM,Titr,Pt,Ser,SemiQn,IA,"MAG IgM, S","MAG IgM, S"
3241-7,Coagulation factor XIII coagulum dissolution at 24H,PrThr,Pt,PPP,Ord,Coag,"Factor XIII, Qualitative","Factor XIII, Qualitative"
101874-6,Gamma aminobutyrate A receptor Ab.IgG,PrThr,Pt,Ser,Ord,CBA IFA,"GABA-A-R Ab CBA, S","GABA-A-R Ab CBA, S"
95072-5,"1,3 beta glucan",MCnc,Pt,CSF,Qn,,"Fungitell, CSF","Fungitell, CSF"
33799-8,DNA double strand Ab.IgG,ACnc,Pt,Ser/Plas,Qn,IA,"dsDNA Ab, IgG, S","dsDNA Ab, IgG, S"
101908-2,Adaptor Protein 3 Beta2 Ab,Titr,Pt,XXX,SemiQn,,"AP3B2 IFA Titer, CSF","AP3B2 IFA Titer, CSF"
101868-8,Ma2 Antibody,PrThr,Pt,Ser/Plas,Ord,IA,"Ma2 Ab ELISA, S","Ma2 Ab ELISA, S"
101867-0,Ma2 Antibody,PrThr,Pt,CSF,Ord,IA,"Ma2 Ab ELISA, CSF","Ma2 Ab ELISA, CSF"
26895-3,Amphetamines,MCnt,Pt,Meconium,Qn,,Amphetamine,Amphetamine
96565-7,sp100 Ab,ACnc,Pt,Ser,Qn,IA,"SP100 Antibody, IgG, S","SP100 Antibody, IgG, S"
96560-8,Nuclear pore protein gp210 Ab,ACnc,Pt,Ser,Qn,IA,"GP210 Antibody, IgG, S","GP210 Antibody, IgG, S"
19146-0,Referral lab test results,Find,Pt,Referral lab test,Nar,,Result,Result
19145-2,Referral lab test name,Type,Pt,Referral lab test,Nar,,Test Name,Test Name
50557-8,Ketones,MCnc,Pt,Urine,SemiQn,Test strip.automated,"Ketone, QL, U","Ketone, QL, U"
103035-2,Bixa orellana seed Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
103065-9,Bertholletia excelsa recombinant (rBer e) 1 Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102991-7,Periplaneta americana Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
103074-1,Corylus avellana recombinant (rCor a) 8 Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102969-3,Allergen.miscellaneous Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
103076-6,Corylus avellana recombinant (rCor a) 1 Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102906-5,Trichophyton mentagrophytes var interdigitale Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
103083-2,Corylus avellana native (nCor a) 9 Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102904-0,Chenopodium quinoa Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
103101-2,Aspergillus flavus Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102895-0,Cochineal extract Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
103115-2,Anacardium occidentale recombinant (rAna o) 3 Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102848-9,Yogurt Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
103118-6,Juglans regia recombinant (rJug r) 3 Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
103119-4,Juglans regia recombinant (rJug r) 1 Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
103120-2,Corylus avellana recombinant (rCor a) 14 Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
103121-0,Coryphaena hippurus Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102840-6,Venison Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102824-0,Squash zucchini Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102802-6,Populus alba Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102801-8,Punica granatum Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102800-0,Pollachius virens Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102796-0,Stizostedion vitreum Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
29595-6,Alpha-1-Fetoprotein,MoM,Pt,Amnio fld,Qn,,Results,Results
1832-5,Alpha-1-Fetoprotein,MCnc,Pt,Amnio fld,Qn,,"Alpha Fetoprotein, AF","Alpha Fetoprotein, AF"
102792-9,Pepper jalapeno Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102756-4,Juniperus occidentalis Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102754-9,Carya ovata Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102753-1,Helminthosporium sativum Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102745-7,Gelatin porcine Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102738-2,Ficus carica Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102719-2,Cockatiel feather Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102685-5,Bean black Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102664-0,Atriplex canescens Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102660-8,Whitefish Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102623-6,Manihot esculenta crantz Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102580-8,Salvia officinalis Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102579-0,Carthamus tinctorius Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102573-3,Rheum spp Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102572-5,Rhodotorula spp Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102555-0,Raphanus sativus Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102460-3,Prunus persica var nucipersica Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102445-4,Mentha piperita Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102427-2,Acer rubrum Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102382-9,Armoracia rusticana Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102366-2,Amaranthus tuberculatus Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102358-9,Melanogrammus aeglefinus Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102357-1,Celtis occidentalis Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102311-8,Flounder Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102267-2,Curvularia specifera Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102248-2,Coffea spp Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102222-7,Cheese American Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102216-9,Juniperus virginiana Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102211-0,Ictalurus punctatus Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102196-3,Bombus terrestris Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102195-5,Budgerigar feather Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102549-3,Chrysanthemum cinerariifolium Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102498-3,Vigna sinensis Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102508-9,Pepper cayenne Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102481-9,Iris germanica var florentina Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102470-2,Quercus rubra Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102469-4,Quercus virginiana Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
9710-5,Coxiella burnetii phase 1 Ab.IgM,Titr,Pt,Ser,SemiQn,,"Q Fever Phase I Ab, IgM","Q Fever Phase I Ab, IgM"
9711-3,Coxiella burnetii phase 2 Ab.IgM,Titr,Pt,Ser,SemiQn,,"Q Fever Phase II Ab, IgM","Q Fever Phase II Ab, IgM"
102170-8,Phaseolus limensis Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102164-1,Myrica spp Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102153-4,Aspergillus fumigatus Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,Class,Class
102130-2,Medicago sativa Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102152-6,Populus tremula Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
102147-6,Cynara scolymus Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,CLASS,CLASS
5358-7,Smooth muscle Ab,Titr,Pt,Ser,SemiQn,IF,"Smooth Muscle Ab Titer, S","Smooth Muscle Ab Titer, S"
95608-6,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory System Specimen,Ord,Non-probe.amp.tar,SARS Coronavirus-2,SARS Coronavirus-2
101220-2,SUMO-activating enzyme subunit 1 Ab.IgG,ACnc,Pt,Ser,Qn,IA,"Anti-SAE1 Ab, IgG","Anti-SAE1 Ab, IgG"
62461-9,Trichomonas vaginalis DNA,PrThr,Pt,Vag,Ord,Probe.amp.tar,Trich vag by NAA,Trich vag by NAA
94815-8,CV2 Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"CRMP-5-IgG Titer, S","CRMP-5-IgG Titer, S"
94706-9,CV2 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"CRMP-5-IgG Titer, CSF","CRMP-5-IgG Titer, CSF"
94559-2,SARS coronavirus 2 ORF1ab region,PrThr,Pt,Respiratory System Specimen,Ord,Probe.amp.tar,"SARS CoV-2 RNA, PCR","SARS CoV-2 RNA, PCR"
9817-8,Cryptococcus sp Ag,Titr,Pt,CSF,SemiQn,IA,"Cryptococcus Ag Titer, LFA, CSF","Cryptococcus Ag Titer, LFA, CSF"
9818-6,Cryptococcus sp Ag,Titr,Pt,Ser,SemiQn,IA,"Cryptococcus Ag Titer, LFA, S","Cryptococcus Ag Titer, LFA, S"
94362-1,Purkinje cell cytoplasmic type Tr Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"PCA-Tr Titer, CSF","PCA-Tr Titer, CSF"
94363-9,Purkinje cell cytoplasmic type 1 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"PCA-1 Titer, CSF","PCA-1 Titer, CSF"
94364-7,Purkinje cell cytoplasmic type 2 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"PCA-2 Titer, CSF","PCA-2 Titer, CSF"
94355-5,Glial nuclear type 1 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"AGNA-1 Titer, CSF","AGNA-1 Titer, CSF"
94341-5,Glial nuclear type 1 Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"AGNA-1 Titer, S","AGNA-1 Titer, S"
94356-3,Neuronal nuclear type 1 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"ANNA-1 Titer, CSF","ANNA-1 Titer, CSF"
94357-1,Neuronal nuclear type 2 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"ANNA-2 Titer, CSF","ANNA-2 Titer, CSF"
94358-9,Neuronal nuclear type 3 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"ANNA-3 Titer, CSF","ANNA-3 Titer, CSF"
94350-6,Purkinje cell cytoplasmic type 1 Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"PCA-1 Titer, S","PCA-1 Titer, S"
94352-2,Purkinje cell cytoplasmic type Tr Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"PCA-Tr Titer, S","PCA-Tr Titer, S"
94344-9,Neuronal nuclear type 3 Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"ANNA-3 Titer, S","ANNA-3 Titer, S"
94342-3,Neuronal nuclear type 1 Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"ANNA-1 Titer, S","ANNA-1 Titer, S"
94343-1,Neuronal nuclear type 2 Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"ANNA-2 Titer, S","ANNA-2 Titer, S"
93766-4,Cryptococcus sp Ag,Titr,Pt,Urine,SemiQn,IA.rapid,"Cryptococcus Ag Titer, LFA, U","Cryptococcus Ag Titer, LFA, U"
34716-1,Coxiella burnetii phase 1 Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"Q Fever Phase I Ab, IgG","Q Fever Phase I Ab, IgG"
34464-8,B Ab,Titr,Pt,Ser/Plas,SemiQn,Antihuman globulin,"Isoagglutinin Titer, Anti-B","Isoagglutinin Titer, Anti-B"
33253-6,Nuclear Ab,Titr,Pt,Ser,SemiQn,Hep2 substrate,ANA Titer:,ANA Titer:
31147-2,Reagin Ab,Titr,Pt,Ser,SemiQn,RPR,"RPR Titer,S","RPR Titer,S"
2756-5,pH,LsCnc,Pt,Urine,SemiQn,,pH,pH
2755-7,pH,LsCnc,Pt,Stool,SemiQn,,"pH, Fecal","pH, Fecal"
2753-2,pH,LsCnc,Pt,Ser/Plas,SemiQn,,pH,pH
2752-4,pH,LsCnc,Pt,Semen,SemiQn,,pH,pH
2748-2,pH,LsCnc,Pt,Body fld,SemiQn,,"pH, BF","pH, BF"
93421-6,Glial fibrillary acidic protein.alpha subunit Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"GFAP IFA Titer, CSF","GFAP IFA Titer, CSF"
93423-2,Glial fibrillary acidic protein.alpha subunit Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"GFAP IFA Titer, S","GFAP IFA Titer, S"
27378-9,pH,LsCnc,24H,Urine,SemiQn,,"pH, 24 HR, U","pH, 24 HR, U"
27038-9,Endomysium Ab.IgA,Titr,Pt,Ser,SemiQn,IF,"EMA Titer, S (IgA)","EMA Titer, S (IgA)"
23877-4,Anaplasma phagocytophilum Ab.IgG,Titr,Pt,Ser,SemiQn,IF,"Anaplasma phagocytophilum Ab, IgG,S","Anaplasma phagocytophilum Ab, IgG,S"
22501-1,Measles virus Ab.IgG,Titr,Pt,CSF,SemiQn,,"Rubeola (Measles) Ab, IgG","Rubeola (Measles) Ab, IgG"
21510-3,Saint Louis encephalitis virus Ab.IgM,Titr,Pt,CSF,SemiQn,IF,"St. Louis Enceph Ab, IgM, CSF","St. Louis Enceph Ab, IgM, CSF"
21509-5,Saint Louis encephalitis virus Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"St. Louis Enceph Ab, IgG, CSF","St. Louis Enceph Ab, IgG, CSF"
21402-3,Mumps virus Ab.IgM,Titr,Pt,CSF,SemiQn,IF,"Mumps Virus Ab, IgM","Mumps Virus Ab, IgM"
21401-5,Mumps virus Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"Mumps Virus Ab, IgG","Mumps Virus Ab, IgG"
21283-7,Ganglioside GD1a Ab.IgG,Titr,Pt,Ser,SemiQn,IA,GD1a Ab (IgG),GD1a Ab (IgG)
11473-6,Cryptococcus sp Ag,Titr,Pt,XXX,SemiQn,,"Cryptococcus Ag Titer, LFA, PF","Cryptococcus Ag Titer, LFA, PF"
22446-9,Polio virus 1 Ab,Titr,Pt,Ser,SemiQn,,Polio 1 Titer,Polio 1 Titer
22450-1,Polio virus 3 Ab,Titr,Pt,Ser,SemiQn,,Polio 3 Titer,Polio 3 Titer
101459-6,Septin-5 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"Septin-5 IFA Titer, CSF","Septin-5 IFA Titer, CSF"
101458-8,Septin-5 Ab.IgG,Titr,Pt,Ser/Plas,SemiQn,IF,"Septin-5 IFA Titer, S","Septin-5 IFA Titer, S"
101457-0,Septin-7 Ab.IgG,Titr,Pt,CSF,SemiQn,IF,"Septin-7 IFA Titer, CSF","Septin-7 IFA Titer, CSF"
101456-2,Septin-7 Ab.IgG,Titr,Pt,Ser/Plas,SemiQn,IF,"Septin-7 IFA Titer, S","Septin-7 IFA Titer, S"
101453-9,Neurochondrin Ab,Titr,Pt,CSF,SemiQn,IF,"Neurochondrin IFA Titer, CSF","Neurochondrin IFA Titer, CSF"
4644-1,Hemosiderin,PrThr,Pt,Urine,Ord,,"Hemosiderin, Random, U","Hemosiderin, Random, U"
64963-2,Bertholletia excelsa recombinant (rBer e) 1 Ab.IgE,ACnc,Pt,Ser,Qn,,"Ber e 1 (Brazil Nut), IgE, S","Ber e 1 (Brazil Nut), IgE, S"
6136-6,Corylus avellana Ab.IgE,ACnc,Pt,Ser,Qn,,"Hazelnut-Food, IgE, S","Hazelnut-Food, IgE, S"
81790-8,Juglans regia recombinant (rJug r) 1 Ab.IgE,ACnc,Pt,Ser,Qn,,"Jug r 1 (Walnut-Food), IgE, S","Jug r 1 (Walnut-Food), IgE, S"
81789-0,Juglans regia recombinant (rJug r) 3 Ab.IgE,ACnc,Pt,Ser,Qn,,"Jug r 3 (Walnut Extract), IgE, S","Jug r 3 (Walnut Extract), IgE, S"
6718-1,Anacardium occidentale Ab.IgE,ACnc,Pt,Ser,Qn,,"Ana o 3 (Cashew), IgE, S","Ana o 3 (Cashew), IgE, S"
6050-9,Bertholletia excelsa Ab.IgE,ACnc,Pt,Ser,Qn,,"Brazil Nut, IgE, S","Brazil Nut, IgE, S"
6273-7,Juglans spp Ab.IgE,ACnc,Pt,Ser,Qn,,"Walnut-Food, IgE, S","Walnut-Food, IgE, S"
81788-2,Corylus avellana recombinant (rCor a) 14 Ab.IgE,ACnc,Pt,Ser,Qn,,"Cor a 14 (Hazelnut-Food), IgE, S","Cor a 14 (Hazelnut-Food), IgE, S"
69421-6,Corylus avellana recombinant (rCor a) 1 Ab.IgE,ACnc,Pt,Ser,Qn,,"Cor a 1 (Hazelnut-Food), IgE, S","Cor a 1 (Hazelnut-Food), IgE, S"
58753-5,Corylus avellana recombinant (rCor a) 8 Ab.IgE,ACnc,Pt,Ser,Qn,,"Cor a 8 (Hazelnut-Food), IgE, S","Cor a 8 (Hazelnut-Food), IgE, S"
65765-0,Corylus avellana native (nCor a) 9 Ab.IgE,ACnc,Pt,Ser,Qn,,"Cor a 9 (Hazelnut-Food), IgE, S","Cor a 9 (Hazelnut-Food), IgE, S"
86894-3,Adalimumab,MCnc,Pt,Ser/Plas,Qn,IA,"Adalimumab QN with Reflex to Ab, S","Adalimumab QN with Reflex to Ab, S"
100706-1,Mycoplasma genitalium rRNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,Mycoplasma genitalium Result,Mycoplasma genitalium Result
102121-1,Extended-spectrum beta lactamase by ceftazidime to ceftazidime+clavulanate inhibitory concentration ratio,Imp,Pt,Stool,Ord,Based on lab data,"ESBL GNB Surveillance Culture, F","ESBL GNB Surveillance Culture, F"
6483-2,Mycoplasma pneumoniae rRNA,PrThr,Pt,XXX,Ord,Probe,M. pneumoniae Macrolide Resistance,M. pneumoniae Macrolide Resistance
101907-4,Adaptor Protein 3 Beta2 Ab.IgG,PrThr,Pt,XXX,Ord,,"AP3B2 CBA, CSF","AP3B2 CBA, CSF"
74935-8,Palmitoyl protein thioesterase,CCnt,Pt,WBC,Qn,,Palmitoyl-protein thioesterase 1,Palmitoyl-protein thioesterase 1
76038-9,Tripeptidyl peptidase I,CCnt,Pt,WBC,Qn,,Tripeptidyl peptidase 1,Tripeptidyl peptidase 1
59246-9,Palmitoyl protein thioesterase,CCnc,Pt,Bld.dot,Qn,,Palmitoyl-protein thioesterase 1,Palmitoyl-protein thioesterase 1
72498-9,Tripeptidyl peptidase I,CCnc,Pt,Bld.dot,Qn,,Tripeptidyl peptidase 1,Tripeptidyl peptidase 1
24086-1,Heparan-N-sulfatas,CCnt,Pt,WBC,Qn,,Heparan-N-sulfatase,Heparan-N-sulfatase
24092-9,Alpha-N-acetylglucosaminidase,CCnt,Pt,WBC,Qn,,N-acetyl-alpha-D-glucosaminidase,N-acetyl-alpha-D-glucosaminidase
24044-0,Acetyl-CoA,glucosamine acetyltransferase,CCnt,Pt,WBC,Qn:,Heparan-alpha-glucosaminide N-acetyltransferase,Heparan-alpha-glucosaminide N-acetyltransferase
24098-6,N-Acetylglucosamine-6-Sulfatase,CCnt,Pt,WBC,Qn,,N-acetylglucosamine-6-sulfatase,N-acetylglucosamine-6-sulfatase
24089-5,Iduronate-2-Sulfatase,CCnt,Pt,WBC,Qn,,Iduronate-2-sulfatase,Iduronate-2-sulfatase
88019-5,N-acetylgalactosamine-6-sulfatase,CCnc,Pt,Bld.dot,Qn,,N-acetylgalactosamine-6-sulfatase,N-acetylgalactosamine-6-sulfatase
55916-1,Beta galactosidase,CCnc,Pt,Bld.dot,Qn,,Beta-galactosidase,Beta-galactosidase
79457-8,Beta glucuronidase,CCnc,Pt,Bld.dot,Qn,,Beta-glucuronidase,Beta-glucuronidase
24096-0,N-Acetylgalactosamine-6-Sulfatase,CCnt,Pt,WBC,Qn,,N-acetylgalactosamine-6-sulfatase,N-acetylgalactosamine-6-sulfatase
24094-5,N-Acetylgalactosamine-4-Sulfatase,CCnt,Pt,WBC,Qn,,Arylsulfatase B,Arylsulfatase B
24065-5,Beta glucuronidase,CCnt,Pt,WBC,Qn,,Beta-glucuronidase,Beta-glucuronidase
24061-4,Beta galactosidase,CCnt,Pt,WBC,Qn,,Beta-galactosidase,Beta-galactosidase
88874-3,Mycobacterium tuberculosis complex DNA,PrThr,Pt,Isolate/Specimen,Ord,Molgen,MTB Complex Result,MTB Complex Result
89372-7,Mycobacterium tuberculosis complex rpoB gene rifAMPin resistance mutation,PrThr,Pt,Isolate/Specimen,Ord,Molgen,MTB Rifampin Resistance Result,MTB Rifampin Resistance Result
95143-4,UGT1A1 gene.TA repeats,Geno,Pt,Bld/Tiss,Nom,Molgen,TA Repeat Result,TA Repeat Result
47998-0,DNA sequence variation display name,Txt,Pt,Bld/Tiss,Nar,Molgen,G6PD Phenotype,G6PD Phenotype
79719-1,DPYD gene product metabolic activity interpretation,Imp,Pt,Bld/Tiss,Ord,Molgen,DPYD Phenotype,DPYD Phenotype
94183-1,Heartland banyangvirus RNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,"Heartland Virus, PCR, CSF","Heartland Virus, PCR, CSF"
87405-7,Certolizumab Ab,ACnc,Pt,Ser/Plas,Qn,IA,Anti-Certolizumab Antibody,Anti-Certolizumab Antibody
62370-2,FISH probe gene name,ID,Pt,Laboratory device,Nom,,Probes Requested,Probes Requested
85503-1,Bacterial carbapenem resistance blaOXA-48 gene,PrThr,Pt,Isolate/Specimen,Ord,Molgen,OXA-48-like Resistance Gene,OXA-48-like Resistance Gene
40969-8,Streptococcus pneumoniae Danish serotype 33F Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 33F (70),Serotype 33F (70)
86122-9,Streptococcus pneumoniae Danish serotype 11A Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 11A (43),Serotype 11A (43)
25296-5,Streptococcus pneumoniae Danish serotype 7F Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 7F (51),Serotype 7F (51)
40973-0,Streptococcus pneumoniae Danish serotype 15B Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 15B (54),Serotype 15B (54)
27395-3,Streptococcus pneumoniae Danish serotype 18C Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 18C (56),Serotype 18C (56)
40974-8,Streptococcus pneumoniae Danish serotype 19A Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 19A (57),Serotype 19A (57)
30153-1,Streptococcus pneumoniae Danish serotype 9V Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 9V (68),Serotype 9V (68)
86024-7,Streptococcus pneumoniae Danish serotype 19F Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 19F (19),Serotype 19F (19)
86045-2,Streptococcus pneumoniae Danish serotype 20A Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 20 (20),Serotype 20 (20)
86052-8,Streptococcus pneumoniae Danish serotype 22F Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 22F (22),Serotype 22F (22)
86064-3,Streptococcus pneumoniae Danish serotype 23F Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 23F (23),Serotype 23F (23)
27118-9,Streptococcus pneumoniae Danish serotype 6B Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 6B (26),Serotype 6B (26)
86098-1,Streptococcus pneumoniae Danish serotype 10A Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 10A (34),Serotype 10A (34)
86130-2,Streptococcus pneumoniae Danish serotype 5 Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 5 (5),Serotype 5 (5)
86147-6,Streptococcus pneumoniae Danish serotype 8 Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 8 (8),Serotype 8 (8)
86169-0,Streptococcus pneumoniae Danish serotype 9N Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 9N (9),Serotype 9N (9)
85977-7,Streptococcus pneumoniae Danish serotype 12F Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 12F (12),Serotype 12F (12)
85991-8,Streptococcus pneumoniae Danish serotype 14 Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 14 (14),Serotype 14 (14)
86009-8,Streptococcus pneumoniae Danish serotype 17F Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 17F (17),Serotype 17F (17)
86039-5,Streptococcus pneumoniae Danish serotype 2 Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 2 (2),Serotype 2 (2)
86080-9,Streptococcus pneumoniae Danish serotype 3 Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 3 (3),Serotype 3 (3)
86107-0,Streptococcus pneumoniae Danish serotype 4 Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 4 (4),Serotype 4 (4)
85954-6,Streptococcus pneumoniae Danish serotype 1 Ab.IgG,MCnc,Pt,Ser,Qn,,Serotype 1 (1),Serotype 1 (1)
20561-7,traMADol,MCnc,Pt,Urine,Qn,Confirm,Tramadol,Tramadol
101863-9,Complement factor H Ab,ACnc,Pt,Ser/Plas,Qn,IA,"Factor H Autoantibody, S","Factor H Autoantibody, S"
