code,component,property,time_aspect,system,scale_type,method_type,long_common_name,short_name
105263-8,Lysosomal storage disease multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Lysosomal Storage Disease Gene Panel, Varies","Lysosomal Storage Disease Gene Panel, Varies"
105125-9,Lysosomal storage disorders screen panel,-,Pt,Urine,-,,"Lysosomal Disorders Screen, Random, Urine","Lysosomal Disorders Screen, Random, Urine"
11180-7,Lupinus spp Ab.IgE,ACnc,Pt,Ser,Qn,,"Lupin, IgE, Serum","Lupin, IgE, Serum"
94584-0,Varicella zoster virus DNA,PrThr,Pt,XXX,Ord,Non-probe.amp.tar,"Varicella-Zoster Virus, Molecular Detection, PCR, Varies","Varicella-Zoster Virus, Molecular Detection, PCR, Varies"
26028-1,HLA-B27,PrThr,Pt,Bld/Tiss,Ord,Flow cytometry,"HLA-B27, Blood","HLA-B27, Blood"
20449-5,Borrelia burgdorferi Ab,PrThr,Pt,Ser,Ord,IA,"Lyme Disease Serology, Serum","Lyme Disease Serology, Serum"
94253-2,Borrelia sp panel,-,Pt,XXX,-,Non-probe.amp.tar,"Lyme Disease, Molecular Detection, PCR, Varies","Lyme Disease, Molecular Detection, PCR, Varies"
105197-8,Hereditary nonpolyposis colorectal cancer multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Lynch Syndrome Panel, Varies","Lynch Syndrome Panel, Varies"
11182-3,Lysozyme Ab.IgE,ACnc,Pt,Ser,Qn,,"Lysozyme, IgE, Serum","Lysozyme, IgE, Serum"
18203-0,Borrelia burgdorferi Ab.IgG+IgM,PrThr,Pt,Ser,Ord,IB,"Lyme Disease Antibody, Immunoblot, Serum","Lyme Disease Antibody, Immunoblot, Serum"
101867-0,Ma2 Antibody,PrThr,Pt,CSF,Ord,IA,"Ma2 Antibody, ELISA, Spinal Fluid","Ma2 Antibody, ELISA, Spinal Fluid"
101868-8,Ma2 Antibody,PrThr,Pt,Ser/Plas,Ord,IA,"Ma2 Antibody by ELISA, Serum","Ma2 Antibody by ELISA, Serum"
94353-0,Myelopathy autoimmune Ab panel,-,Pt,CSF,-,,"Myelopathy, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid","Myelopathy, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid"
15280-1,Mace Ab.IgE,ACnc,Pt,Ser,Qn,,"Mace, IgE, Serum","Mace, IgE, Serum"
7474-0,Scomber scombrus Ab.IgE,ACnc,Pt,Ser,Qn,,"Mackerel, IgE, Serum","Mackerel, IgE, Serum"
11183-1,Macadamia spp Ab.IgE,ACnc,Pt,Ser,Qn,,"Macadamia Nut, IgE, Serum","Macadamia Nut, IgE, Serum"
48802-3,Alpha-1-fetoprotein panel,-,Pt,Ser/Plas,-,,"Alpha-Fetoprotein (AFP), Single Marker Screen, Maternal, Serum","Alpha-Fetoprotein (AFP), Single Marker Screen, Maternal, Serum"
111581-5,Melanoma-associated antigen 4 panel,-,Pt,Tiss,-,Immune stain,"Melanoma-Associated Antigen-A4 (MAGE-A4), Semi-Quantitative Immunohistochemistry, Manual","Melanoma-Associated Antigen-A4 (MAGE-A4), Semi-Quantitative Immunohistochemistry, Manual"
39087-2,Myelin associated glycoprotein Ab.IgM,Titr,Pt,Ser,SemiQn,IA,"Myelin-Associated Glycoprotein Autoantibodies, IgM, Serum","Myelin-Associated Glycoprotein Autoantibodies, IgM, Serum"
13474-2,Magnesium/Creatinine,MRto,Pt,Urine,Qn,,"Magnesium/Creatinine Ratio, Random, Urine","Magnesium/Creatinine Ratio, Random, Urine"
24447-5,Magnesium,MRat,24H,Urine,Qn,,"Magnesium, 24 Hour, Urine","Magnesium, 24 Hour, Urine"
51714-4,Observation,Prid,Pt,Bld,Nom,Giemsa stain,"Rapid Malaria/Babesia Smear, Varies","Rapid Malaria/Babesia Smear, Varies"
101803-5,Malabsorption Evaluation Panel,-,Pt,Stool,-,,"Malabsorption Evaluation Panel, Feces","Malabsorption Evaluation Panel, Feces"
6166-3,Malt Ab.IgE,ACnc,Pt,Ser,Qn,,"Malt, IgE, Serum","Malt, IgE, Serum"
74034-0,MAML2 11q21 gene rearrangements,Find,Pt,Tiss,Doc,FISH,"MAML2 (11q21) Rearrangement, Mucoepidermoid Carcinoma (MEC), FISH, Tissue","MAML2 (11q21) Rearrangement, Mucoepidermoid Carcinoma (MEC), FISH, Tissue"
7731-3,Citrus reticulata Ab.IgE,ACnc,Pt,Ser,Qn,,"Mandarin, IgE, Serum","Mandarin, IgE, Serum"
6167-1,Mangifera indica Ab.IgE,ACnc,Pt,Ser,Qn,,"Mango, IgE, Serum","Mango, IgE, Serum"
24053-1,Alpha mannosidase,CCnt,Pt,WBC,Qn,,"Alpha-Mannosidase, Leukocytes","Alpha-Mannosidase, Leukocytes"
10936-3,Mare milk Ab.IgE,ACnc,Pt,Ser,Qn,,"Mare's Milk, IgE, Serum","Mare's Milk, IgE, Serum"
10937-1,Origanum majorana Ab.IgE,ACnc,Pt,Ser,Qn,,"Marjoram, IgE, Serum","Marjoram, IgE, Serum"
6232-3,Iva ciliata Ab.IgE,ACnc,Pt,Ser,Qn,,"Rough Marsh Elder, IgE, Serum","Rough Marsh Elder, IgE, Serum"
94339-9,Myelopathy autoimmune Ab panel,-,Pt,Ser,-,,"Myelopathy, Autoimmune/Paraneoplastic Evaluation, Serum","Myelopathy, Autoimmune/Paraneoplastic Evaluation, Serum"
101384-6,MYC gene amplification,Find,Pt,Tiss,Doc,FISH,"Angiosarcoma, MYC (8q24) Amplification, FISH, Tissue","Angiosarcoma, MYC (8q24) Amplification, FISH, Tissue"
40704-9,Maternal cell contamination,Prid,Pt,Bld,Nom,,"Maternal Cell Contamination, Molecular Analysis, Varies","Maternal Cell Contamination, Molecular Analysis, Varies"
44449-7,Beta 2 glycoprotein 1 Ab.IgM,ACnc,Pt,Ser/Plas,Qn,IA,"Beta-2 Glycoprotein 1 Antibodies, IgM, Serum","Beta-2 Glycoprotein 1 Antibodies, IgM, Serum"
74522-4,Complement lectin pathway actual/normal,RelACnc,Pt,Ser,Qn,IA,"Mannan Binding Lectin Complement Pathway, Functional, Serum","Mannan Binding Lectin Complement Pathway, Functional, Serum"
85101-4,BRAF gene.p.Val600Glu,PrThr,Pt,Bone mar,Ord,Molgen,"BRAF V600 Somatic Mutation Analysis, Bone Marrow","BRAF V600 Somatic Mutation Analysis, Bone Marrow"
105589-6,Bladder & Prostate cancer multigene analysis,Find,Pt,Tiss,Doc,Molgen,"MayoComplete Bladder and Prostate Cancer Panel, Next-Generation Sequencing, Tumor","MayoComplete Bladder and Prostate Cancer Panel, Next-Generation Sequencing, Tumor"
73977-1,Cancer related multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"MayoComplete Colorectal Cancer Panel, Next-Generation Sequencing, Tumor","MayoComplete Colorectal Cancer Panel, Next-Generation Sequencing, Tumor"
105590-4,Endometrial carcinoma multigene analysis,Find,Pt,Tiss,Doc,Molgen,"MayoComplete Endometrial Carcinoma Panel, Next-Generation Sequencing, Tumor","MayoComplete Endometrial Carcinoma Panel, Next-Generation Sequencing, Tumor"
105591-2,Renal cell carcinoma fibromyomatous stroma multigene analysis,Find,Pt,Tiss,Doc,Molgen,"MayoComplete Renal Cell Carcinoma with Fibromyomatous Stroma Panel, Next-Generation Sequencing, Tumor","MayoComplete Renal Cell Carcinoma with Fibromyomatous Stroma Panel, Next-Generation Sequencing, Tumo"
102117-9,GIST multigene mutation panel,-,Pt,Tiss,-,Molgen,"MayoComplete Gastrointestinal Stromal Tumor (GIST) Panel, Next-Generation Sequencing, Tumor","MayoComplete Gastrointestinal Stromal Tumor (GIST) Panel, Next-Generation Sequencing, Tumor"
105592-0,Gynecological carcinoma multigene analysis,Find,Pt,Tiss,Doc,Molgen,"MayoComplete Gynecological Cancer Panel, Next-Generation Sequencing, Tumor","MayoComplete Gynecological Cancer Panel, Next-Generation Sequencing, Tumor"
6068-1,Cheese mold type Ab.IgE,ACnc,Pt,Ser,Qn,,"Cheese, Mold, IgE, Serum","Cheese, Mold, IgE, Serum"
105593-8,Renal cell carcinoma multigene analysis,Find,Pt,Tiss,Doc,Molgen,"MayoComplete Kidney Cancer Panel, Next-Generation Sequencing, Tumor","MayoComplete Kidney Cancer Panel, Next-Generation Sequencing, Tumor"
3182-3,Cardiolipin Ab.IgM,ACnc,Pt,Ser,Qn,IA,"Phospholipid (Cardiolipin) Antibodies, IgM, Serum","Phospholipid (Cardiolipin) Antibodies, IgM, Serum"
101378-8,Lung cancer targeted gene fusion transcript analysis,Find,Pt,Tiss,Doc,Sequencing,"MayoComplete Lung Cancer-Targeted Gene Panel with Rearrangement, Tumor","MayoComplete Lung Cancer-Targeted Gene Panel with Rearrangement, Tumor"
102042-9,Lung cancer panel,-,Pt,Lung tiss,-,Sequencing,"MayoComplete Lung Cancer Mutations, Next-Generation Sequencing, Tumor","MayoComplete Lung Cancer Mutations, Next-Generation Sequencing, Tumor"
105594-6,"Ovarian, fallopian tube and peritoneal carcinoma multigene analysis",Find,Pt,Tiss,Doc,Molgen,"MayoComplete Ovarian, Fallopian Tube, and Peritoneal Cancer Panel, Next-Generation Sequencing, Tumor","MayoComplete Ovarian, Fallopian Tube, and Peritoneal Cancer Panel, Next-Generation Sequencing, Tumor"
94229-2,MECP2 gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"MECP2 Gene, Full Gene Analysis, Varies","MECP2 Gene, Full Gene Analysis, Varies"
78993-3,Prolactin isoforms panel,-,Pt,Ser/Plas,-,,"Macroprolactin, Serum","Macroprolactin, Serum"
95123-6,Gene fusion transcript details,Find,Pt,Bld/Tiss,Nar,Molgen,"MayoComplete Targeted RNA Sequencing Panel, Next-Generation Sequencing, Tumor","MayoComplete Targeted RNA Sequencing Panel, Next-Generation Sequencing, Tumor"
95124-4,Sarcoma targeted gene fusion transcript analysis,Find,Pt,Tiss,Doc,Sequencing,"MayoComplete Comprehensive Sarcoma Panel, Next-Generation Sequencing, Tumor","MayoComplete Comprehensive Sarcoma Panel, Next-Generation Sequencing, Tumor"
94712-7,Movement disorder autoimmune Ab panel,-,Pt,CSF,-,,"Movement Disorder, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid","Movement Disorder, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid"
96602-8,"Methadone & 2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine panel",-,Pt,Ser/Plas,-,,"Methadone and Metabolites, Serum","Methadone and Metabolites, Serum"
94701-0,Movement disorder autoimmune Ab panel,-,Pt,Ser/Plas,-,,"Movement Disorder, Autoimmune/Paraneoplastic Evaluation, Serum","Movement Disorder, Autoimmune/Paraneoplastic Evaluation, Serum"
62367-8,Chromosome analysis summary panel,-,Pt,Bld/Tiss,-,Molgen,"Myelodysplastic Syndrome (MDS), Diagnostic FISH, Varies","Myelodysplastic Syndrome (MDS), Diagnostic FISH, Varies"
103952-8,Muscular dystrophy multigene analysis,Find,Pt,XXX,Doc,Molgen,"Inherited Muscular Dystrophy Gene Panel, Varies","Inherited Muscular Dystrophy Gene Panel, Varies"
6169-7,Festuca elatior Ab.IgE,ACnc,Pt,Ser,Qn,,"Meadow Fescue, IgE, Serum","Meadow Fescue, IgE, Serum"
91077-8,Measles virus RNA,PrThr,Pt,Respiratory system specimen.upper,Ord,Probe.amp.tar,"Measles Virus, Molecular Detection, PCR, Throat","Measles Virus, Molecular Detection, PCR, Throat"
86577-4,Measles virus RNA,PrThr,Pt,Urine,Ord,Probe.amp.tar,"Measles Virus, Molecular Detection, PCR, Random, Urine","Measles Virus, Molecular Detection, PCR, Random, Urine"
48813-0,Bacterial methicillin resistance mecA gene,PrThr,Pt,Isolate/Specimen,Ord,Molgen,"Methicillin Resistance Gene, Molecular Detection, PCR, Varies","Methicillin Resistance Gene, Molecular Detection, PCR, Varies"
10939-7,Lepidorhombus whiffiagonis Ab.IgE,ACnc,Pt,Ser,Qn,,"Megrim, IgE, Serum","Megrim, IgE, Serum"
6171-3,Melaleuca leucadendron Ab.IgE,ACnc,Pt,Ser,Qn,,"Melaleuca leucadendron, IgE, Serum","Melaleuca leucadendron, IgE, Serum"
57884-9,Cucumis melo spp Ab.IgE,ACnc,Pt,Ser,Qn,,"Melons, IgE, Serum","Melons, IgE, Serum"
21614-3,CDKN2A gene deletion,Arb,Pt,Bld/Tiss,Ord,Molgen,"Mesothelioma, CDKN2A FISH, Tissue","Mesothelioma, CDKN2A FISH, Tissue"
6173-9,Prosopis juliflora Ab.IgE,ACnc,Pt,Ser,Qn,,"Mesquite, IgE, Serum","Mesquite, IgE, Serum"
98902-0,Methemoglobin & sulfhemoglobin panel,MFr,Pt,Bld,Qn,,"Methemoglobin and Sulfhemoglobin, Blood","Methemoglobin and Sulfhemoglobin, Blood"
101400-0,"Metanephrine, Normetanephrine, 3-Methoxytyramine panel",-,24H,Urine,-,,"Metanephrines with 3-Methoxytyramine, 24 Hour, Urine","Metanephrines with 3-Methoxytyramine, 24 Hour, Urine"
104632-5,Metanephrine & Normetanephrine & Total metanephrines panel,-,24H,Urine,-,,"Metanephrines, Fractionated, 24 Hour, Urine","Metanephrines, Fractionated, 24 Hour, Urine"
90926-7,MET gene amplification,Find,Pt,Bld/Tiss,Doc,FISH,"MET (7q31), FISH, Tissue","MET (7q31), FISH, Tissue"
32703-1,Cytochrome b5 reductase,CCnt,Pt,RBC,Qn,,"Cytochrome b5 Reductase Enzyme Activity, Blood","Cytochrome b5 Reductase Enzyme Activity, Blood"
40779-1,Mexiletine^trough,MCnc,Pt,Ser/Plas,Qn,,"Mexiletine, Serum","Mexiletine, Serum"
77114-7,FBN1 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,"FBN1 Full Gene Sequencing with Deletion/Duplication, Varies","FBN1 Full Gene Sequencing with Deletion/Duplication, Varies"
6170-5,Alopercurus pratensis Ab.IgE,ACnc,Pt,Ser,Qn,,"Meadow Foxtail, IgE, Serum","Meadow Foxtail, IgE, Serum"
105198-6,Marfan and related conditions multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Marfan, Loeys-Dietz, and Aortopathy Gene Panel, Varies","Marfan, Loeys-Dietz, and Aortopathy Gene Panel, Varies"
97566-4,Myasthenia gravis & Lambert-Eaton syndrome autoimmune Ab panel,-,Pt,Ser,-,,"Myasthenia Gravis/Lambert-Eaton Myasthenic Syndrome Evaluation, Serum","Myasthenia Gravis/Lambert-Eaton Myasthenic Syndrome Evaluation, Serum"
53706-8,Myasthenia gravis evaluation adult reflex panel,-,Pt,Ser,Qn,,"Myasthenia Gravis Evaluation with Muscle-Specific Kinase (MuSK) Reflex, Serum","Myasthenia Gravis Evaluation with Muscle-Specific Kinase (MuSK) Reflex, Serum"
60252-4,MGMT gene methylation,Arb,Pt,Tiss,Ord,Molgen,"MGMT Promoter Methylation Analysis, Tumor","MGMT Promoter Methylation Analysis, Tumor"
19123-9,Magnesium,MCnc,Pt,Ser/Plas,Qn,,"Magnesium, Serum","Magnesium, Serum"
42621-3,Mycoplasma hominis DNA,PrThr,Pt,Bld,Ord,Probe.amp.tar,"Metamycoplasma hominis, Molecular Detection, PCR, Blood","Metamycoplasma hominis, Molecular Detection, PCR, Blood"
68546-1,Mycoplasma hominis DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,"Metamycoplasma hominis, Molecular Detection, PCR, Plasma","Metamycoplasma hominis, Molecular Detection, PCR, Plasma"
6174-7,Milk Ab.IgE,ACnc,Pt,Ser,Qn,,"Milk, IgE, Serum","Milk, IgE, Serum"
13626-7,Mitotane,MCnc,Pt,Ser/Plas,Qn,,"Mitotane, Plasma","Mitotane, Plasma"
101152-7,Mitochondria whole genome analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Mitochondrial Full Genome Analysis, Next-Generation Sequencing (NGS), Varies","Mitochondrial Full Genome Analysis, Next-Generation Sequencing (NGS), Varies"
97760-3,MLH1 gene methylation analysis,Find,Pt,Bld,Doc,Molgen,"MLH1 Hypermethylation Analysis, Blood","MLH1 Hypermethylation Analysis, Blood"
105347-9,Methylmalonate aciduria multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Methylmalonic Aciduria Gene Panel, Varies","Methylmalonic Aciduria Gene Panel, Varies"
13964-2,Methylmalonate,SCnc,Pt,Ser/Plas,Qn,,"Methylmalonic Acid, Quantitative, Plasma","Methylmalonic Acid, Quantitative, Plasma"
25116-5,Methylmalonate/Creatinine,SRto,Pt,Urine,Qn,,"Methylmalonic Acid, Quantitative, Urine","Methylmalonic Acid, Quantitative, Urine"
29577-4,Fungal susceptibility panel,-,Pt,Isolate,OrdQn,,"Antimicrobial Susceptibility, Nocardia species and other Aerobic Actinomycetes, Varies","Antimicrobial Susceptibility, Nocardia species and other Aerobic Actinomycetes, Varies"
29579-0,Mycobacterial susceptibility panel,-,Pt,Isolate,OrdQn,Method for Slow-growing mycobacteria,"Antimicrobial Susceptibility, Acid-Fast Bacilli, Rapidly Growing, Varies","Antimicrobial Susceptibility, Acid-Fast Bacilli, Rapidly Growing, Varies"
50545-3,Bacterial susceptibility panel,-,Pt,Isolate,OrdQn,MIC,"Antimicrobial Susceptibility, Anaerobic Bacteria, Minimal Inhibitory Concentration, Varies","Antimicrobial Susceptibility, Anaerobic Bacteria, Minimal Inhibitory Concentration, Varies"
77250-9,Mumps virus IgG & IgM panel,-,Pt,Ser,-,,"Mumps Virus Antibody, IgM and IgG, Serum","Mumps Virus Antibody, IgM and IgG, Serum"
6478-2,Mumps virus Ab.IgM,PrThr,Pt,Ser,Ord,IA,"Mumps Virus Antibody, IgM, Serum","Mumps Virus Antibody, IgM, Serum"
101455-4,Mitochondrial metabolites panel,-,Pt,Ser/Plas,-,,"Mitochondrial Metabolites, Plasma","Mitochondrial Metabolites, Plasma"
104688-7,Measles & Mumps & Rubella & Varicella-zoster virus Ab.IgG panel,-,Pt,Ser/Plas,-,,"Measles, Mumps, Rubella, and Varicella (MMRV) Immune Status Profile, Serum","Measles, Mumps, Rubella, and Varicella (MMRV) Immune Status Profile, Serum"
5681-2,Manganese,MCnc,Pt,Bld,Qn,,"Manganese, Blood","Manganese, Blood"
27367-2,Manganese/Creatinine,MRto,Pt,Urine,Qn,,"Manganese/Creatinine Ratio, Urine","Manganese/Creatinine Ratio, Urine"
103951-0,Motor neuron disease multigene analysis,Find,Pt,XXX,Doc,Molgen,"Inherited Motor Neuron Disease Gene Panel, Varies","Inherited Motor Neuron Disease Gene Panel, Varies"
5683-8,Manganese,MCnc,Pt,Ser/Plas,Qn,,"Manganese, Serum","Manganese, Serum"
8203-2,Manganese,MRat,24H,Urine,Qn,,"Manganese, 24 Hour, Urine","Manganese, 24 Hour, Urine"
90248-6,Myelin oligodendrocyte glycoprotein Ab.IgG1,PrThr,Pt,Ser/Plas,Ord,Flow cytometry,"Myelin Oligodendrocyte Glycoprotein (MOG-IgG1) Fluorescence-Activated Cell Sorting (FACS) Assay, Serum","Myelin Oligodendrocyte Glycoprotein (MOG-IgG1) Fluorescence-Activated Cell Sorting (FACS) Assay, Ser"
30183-8,(Alternaria alternata+Aspergillus fumigatus+Candida albicans+Cladosporium herbarum+Setomelanomma rostrata+Penicillium notatum) Ab.IgE,ACnc,Pt,Ser,Qn,Multidisk,"Mold Panel, Serum","Mold Panel, Serum"
5698-6,Molybdenum,MCnc,Pt,Ser/Plas,Qn,,"Molybdenum, Serum","Molybdenum, Serum"
101146-9,Monocyte subsets panel,-,Pt,Bld,-,Flow cytometry,"Monocyte Repartition by CD14/CD16, Blood","Monocyte Repartition by CD14/CD16, Blood"
5213-4,Heterophile Ab,PrThr,Pt,Ser,Ord,LA,"Infectious Mononucleosis, Rapid Test, Serum","Infectious Mononucleosis, Rapid Test, Serum"
6180-4,Mouse serum proteins Ab.IgE,ACnc,Pt,Ser,Qn,,"Mouse Serum Protein, IgE, Serum","Mouse Serum Protein, IgE, Serum"
7502-8,Moth Ab.IgE,ACnc,Pt,Ser,Qn,,"Moth, IgE, Serum","Moth, IgE, Serum"
6181-2,Mouse urine proteins Ab.IgE,ACnc,Pt,Ser,Qn,,"Mouse Urine Protein, IgE, Serum","Mouse Urine Protein, IgE, Serum"
6179-6,Mouse epithelium Ab.IgE,ACnc,Pt,Ser,Qn,,"Mouse Epithelium, IgE, Serum","Mouse Epithelium, IgE, Serum"
87432-1,Mycophenolate & mycophenolate glucuronide panel,-,Pt,Ser/Plas,Qn,,"Mycophenolic Acid, Serum","Mycophenolic Acid, Serum"
105348-7,Methylmalonate aciduria-propionic aciduria multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Methylmalonic Aciduria-Propionic Aciduria Combined Gene Panel, Varies","Methylmalonic Aciduria-Propionic Aciduria Combined Gene Panel, Varies"
93357-2,Monotypic plasma cell identification & risk stratification panel,-,Pt,Bone mar,-,Molgen,"mSMART, Plasma Cell Proliferative Disorder, FISH, Bone Marrow","mSMART, Plasma Cell Proliferative Disorder, FISH, Bone Marrow"
104676-2,Methylphenidate & Alpha-Phenyl-2-Piperidine acetate panel,-,Pt,Urine,-,,"Methylphenidate and Metabolite, Random, Urine","Methylphenidate and Metabolite, Random, Urine"
75033-1,MPL gene mutations tested for,Prid,Pt,Bone mar,Nom,Molgen,"MPL Exon 10 Mutation Detection, Bone Marrow","MPL Exon 10 Mutation Detection, Bone Marrow"
62948-5,MPL gene mutations tested for,Prid,Pt,Bld/Tiss,Nom,Molgen,"MPL Exon 10 Mutation Detection, Reflex, Varies","MPL Exon 10 Mutation Detection, Reflex, Varies"
53761-3,JAK2 gene.p.Val617Phe mutant/normal,RelRto,Pt,Bld/Tiss,Qn,Molgen,"Myeloproliferative Neoplasm, JAK2 V617F with Reflex to CALR and MPL, Bone Marrow","Myeloproliferative Neoplasm, JAK2 V617F with Reflex to CALR and MPL, Bone Marrow"
48404-8,Myeloperoxidase Ab.IgG,ACnc,Pt,Ser,Qn,,"Myeloperoxidase Antibodies, IgG, Serum","Myeloperoxidase Antibodies, IgG, Serum"
6476-6,Mumps virus Ab.IgG,PrThr,Pt,Ser,Ord,IA,"Mumps Virus Antibody, IgG, Serum","Mumps Virus Antibody, IgG, Serum"
101665-8,Protein electrophoresis & monoclonal protein isotype panel,-,24H,Urine,-,,"Monoclonal Protein Quantitation, 24 Hour, Urine","Monoclonal Protein Quantitation, 24 Hour, Urine"
29257-3,Mycoplasma pneumoniae DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,"Mycoplasma (Mycoplasmoides) pneumoniae with Macrolide Resistance Reflex, Molecular Detection, PCR, Varies","Mycoplasma (Mycoplasmoides) pneumoniae with Macrolide Resistance Reflex, Molecular Detection, PCR, V"
104112-8,Mucopolysaccharidosis,CCnc,Pt,Bld.dot,Qn,,"Mucopolysaccharidosis III, Three-Enzyme Panel, Blood Spot","Mucopolysaccharidosis III, Three-Enzyme Panel, Blood Spot"
104072-4,Mucopolysaccharidosis enzymes panel,-,Pt,WBC,-,,"Mucopolysaccharidosis III, Four-Enzyme Panel, Leukocytes","Mucopolysaccharidosis III, Four-Enzyme Panel, Leukocytes"
94586-5,Dermatan sulfate & heparan sulfate & keratan sulfate panel,-,Pt,Bld.dot,-,,"Mucopolysaccharidosis, Blood Spot","Mucopolysaccharidosis, Blood Spot"
93726-8,Dermatan sulfate & heparan sulfate & keratan sulfate panel,-,Pt,Ser/Plas,-,,"Mucopolysaccharides Quantitative, Serum","Mucopolysaccharides Quantitative, Serum"
94691-3,Dermatan sulfate & heparan sulfate & chondroitin-6-sulfate & keratan sulfate panel,-,Pt,Urine,Qn,,"Mucopolysaccharides Quantitative, Random, Urine","Mucopolysaccharides Quantitative, Random, Urine"
101910-8,Protein monoclonal panel,-,24H,Urine,-,,"Monoclonal Protein Studies, 24 Hour, Urine","Monoclonal Protein Studies, 24 Hour, Urine"
93022-2,Multiple myeloma minimal residual disease panel,-,Pt,Bone mar,-,Flow cytometry,"Multiple Myeloma Measurable Residual Disease (MRD), Flow Cytometry, Bone Marrow","Multiple Myeloma Measurable Residual Disease (MRD), Flow Cytometry, Bone Marrow"
72887-3,Staphylococcus aureus methicillin resistance SCCmec,PrThr,Pt,Nose,Ord,Probe.amp.tar,"Methicillin Resistant Staphylococcus aureus, PCR, Nasal","Methicillin Resistant Staphylococcus aureus, PCR, Nasal"
107564-7,Myositis specific Ab panel,-,Pt,Ser/Plas,-,,"Myositis Specific Antibody Evaluation, Serum","Myositis Specific Antibody Evaluation, Serum"
65757-7,Pathology biopsy report,Find,Pt,Kidney,Nar,,"Collagenofibrotic Glomerulopathy Confirmation, Mass Spectrometry","Collagenofibrotic Glomerulopathy Confirmation, Mass Spectrometry"
103566-6,Metagenomic DNA and RNA Sequencing,Prid,Pt,CSF,Nom,Sequencing,"Bacteria, Virus, Fungus, and Parasite Metagenomic Sequencing, Spinal Fluid","Bacteria, Virus, Fungus, and Parasite Metagenomic Sequencing, Spinal Fluid"
104116-9,Multiple sulfatase deficiency,CCnc,Pt,Bld.dot,Qn,,"Multiple Sulfatase Deficiency, Blood Spot","Multiple Sulfatase Deficiency, Blood Spot"
104073-2,Multiple sulfatase deficiency enzymes panel,-,Pt,WBC,-,,"Multiple Sulfatase Deficiency, Leukocytes","Multiple Sulfatase Deficiency, Leukocytes"
106784-2,Membranous nephropathy associated antigens analysis,Find,Pt,Tiss,Doc,LC/MS/MS,"Membranous Nephropathy Target Antigen Identification, Mass Spectrometry, Tissue","Membranous Nephropathy Target Antigen Identification, Mass Spectrometry, Tissue"
93363-0,Plasma cell DNA content & proliferation panel,-,Pt,Bone mar,-,Flow cytometry,"Myeloma Stratification and Risk-Adapted Therapy with Reflex to Measurable/Minimal Residual Disease, Bone Marrow","Myeloma Stratification and Risk-Adapted Therapy with Reflex to Measurable/Minimal Residual Disease, "
